record_id,record_type,display_name,one_line_description,full_description,full_description_or_source_reference,description_status,prerequisites_readable,acquisition_route,source_attribution,restriction_explanation,advanced,source_provenance,record_commitment_sha256
TAL_WEATHER_WEATHER_BORROWING_MANTLE,talent,Weather-Borrowing Mantle,"Prerequisite: CL 10+, Sky Mantle When you place Sky Mantle, you may borrow one natural weather category at severity 1 or higher within 1 mile, even if it is outside your immediate battlefield. The Mantle counts that sign as active for its duration. If the borrowed weather is created or sustained by another cultivator, they may contest this with their own save DC or relevant cultivation check. On a successful contest, your Mantle still functions, but the borrowed sign ends at the end of your next turn unless you force it with CP.","Prerequisite: CL 10+, Sky Mantle

When you place Sky Mantle, you may borrow one natural weather category at severity 1 or higher within 1 mile, even if it is outside your immediate battlefield.

The Mantle counts that sign as active for its duration.

If the borrowed weather is created or sustained by another cultivator, they may contest this with their own save DC or relevant cultivation check. On a successful contest, your Mantle still functions, but the borrowed sign ends at the end of your next turn unless you force it with CP.","Prerequisite: CL 10+, Sky Mantle

When you place Sky Mantle, you may borrow one natural weather category at severity 1 or higher within 1 mile, even if it is outside your immediate battlefield.

The Mantle counts that sign as active for its duration.

If the borrowed weather is created or sustained by another cultivator, they may contest this with their own save DC or relevant cultivation check. On a successful contest, your Mantle still functions, but the borrowed sign ends at the end of your next turn unless you force it with CP.",SOURCE_TEXT_AVAILABLE,"Prerequisite: CL 10+, Sky Mantle","[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:100703,ordinary_or_unspecified,"{""canonical_sphere_id"":""tianxia.sphere.weather"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""TAL_WEATHER_WEATHER_BORROWING_MANTLE""}","{""accepted_qa2_record_id"":""TAL_WEATHER_WEATHER_BORROWING_MANTLE"",""source_anchor"":""line:100703"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",78408f44dbe95009786dcaf62edfc179e962bc1ed1b041431e8630009e6a6e83
TAL_WEATHER_WEATHER_CUT,talent,Weather Cut,"Prerequisite: Any Weather Sign talent Once per turn when you deal damage with a Weather Shroud, add your Proficiency Bonus to one damage roll of that Shroud. If the target is standing inside gathered weather of the same sign, add twice your Proficiency Bonus instead.","Prerequisite: Any Weather Sign talent

Once per turn when you deal damage with a Weather Shroud, add your Proficiency Bonus to one damage roll of that Shroud.

If the target is standing inside gathered weather of the same sign, add twice your Proficiency Bonus instead.","Prerequisite: Any Weather Sign talent

Once per turn when you deal damage with a Weather Shroud, add your Proficiency Bonus to one damage roll of that Shroud.

If the target is standing inside gathered weather of the same sign, add twice your Proficiency Bonus instead.",SOURCE_TEXT_AVAILABLE,Prerequisite: Any Weather Sign talent,"[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:100467,ordinary_or_unspecified,"{""canonical_sphere_id"":""tianxia.sphere.weather"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""TAL_WEATHER_WEATHER_CUT""}","{""accepted_qa2_record_id"":""TAL_WEATHER_WEATHER_CUT"",""source_anchor"":""line:100467"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",1bd9ea949924ca15c0cdd6b53667b9931e206c7f3bd925695872e93b8a525410
TAL_WEATHER_WEATHER_EATS_CONCENTRATION,talent,Weather Eats Concentration,"Prerequisite: CL 10+, Gather Weather When a creature concentrating on a spell, sphere effect, technique, or similar ability starts its turn inside your gathered weather of severity 2 or higher, it must make a Constitution saving throw against your Weather Save DC if the weather plausibly disrupts it. On a failed save, it loses Concentration. The GM may rule that certain effects are not meaningfully disrupted by a given weather sign. For example, a stone-rooted earth technique may not care about mist, but a paper talisman formation may care greatly about rain and wind.","Prerequisite: CL 10+, Gather Weather

When a creature concentrating on a spell, sphere effect, technique, or similar ability starts its turn inside your gathered weather of severity 2 or higher, it must make a Constitution saving throw against your Weather Save DC if the weather plausibly disrupts it.

On a failed save, it loses Concentration.

The GM may rule that certain effects are not meaningfully disrupted by a given weather sign. For example, a stone-rooted earth technique may not care about mist, but a paper talisman formation may care greatly about rain and wind.","Prerequisite: CL 10+, Gather Weather

When a creature concentrating on a spell, sphere effect, technique, or similar ability starts its turn inside your gathered weather of severity 2 or higher, it must make a Constitution saving throw against your Weather Save DC if the weather plausibly disrupts it.

On a failed save, it loses Concentration.

The GM may rule that certain effects are not meaningfully disrupted by a given weather sign. For example, a stone-rooted earth technique may not care about mist, but a paper talisman formation may care greatly about rain and wind.",SOURCE_TEXT_AVAILABLE,"Prerequisite: CL 10+, Gather Weather","[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:100693,ordinary_or_unspecified,"{""canonical_sphere_id"":""tianxia.sphere.weather"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""TAL_WEATHER_WEATHER_EATS_CONCENTRATION""}","{""accepted_qa2_record_id"":""TAL_WEATHER_WEATHER_EATS_CONCENTRATION"",""source_anchor"":""line:100693"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",2525c2c62403e06907562f335214343b0ac7f558771ef865ca2b2a46e640c74e
TAL_WEATHER_WEATHER_ROAD,talent,Weather Road,"Prerequisite: CL 5+, Wind Sign, Rain Sign, Cold Sign, Heat Sign, or Dry Sign While you maintain Gather Weather, allies with one of your Sky Mantles can move through your gathered weather without suffering difficult terrain, light obscurity, or disadvantage from that weather. If the Mantle sign matches the gathered weather, the ally also gains +10 feet Speed while inside the field.","Prerequisite: CL 5+, Wind Sign, Rain Sign, Cold Sign, Heat Sign, or Dry Sign

While you maintain Gather Weather, allies with one of your Sky Mantles can move through your gathered weather without suffering difficult terrain, light obscurity, or disadvantage from that weather.

If the Mantle sign matches the gathered weather, the ally also gains +10 feet Speed while inside the field.","Prerequisite: CL 5+, Wind Sign, Rain Sign, Cold Sign, Heat Sign, or Dry Sign

While you maintain Gather Weather, allies with one of your Sky Mantles can move through your gathered weather without suffering difficult terrain, light obscurity, or disadvantage from that weather.

If the Mantle sign matches the gathered weather, the ally also gains +10 feet Speed while inside the field.",SOURCE_TEXT_AVAILABLE,"Prerequisite: CL 5+, Wind Sign, Rain Sign, Cold Sign, Heat Sign, or Dry Sign","[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:100523,ordinary_or_unspecified,"{""canonical_sphere_id"":""tianxia.sphere.weather"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""TAL_WEATHER_WEATHER_ROAD""}","{""accepted_qa2_record_id"":""TAL_WEATHER_WEATHER_ROAD"",""source_anchor"":""line:100523"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",15a89d63dbe82ad5ae451c8c3428d1b9ec5b895d40c22a19f391399a6d2a68b7
TAL_WRESTLING_BODY_LOCK,talent,Body Lock,"Prerequisite: CL 5+ While moving a creature Grappled by you, ignore the additional movement cost from the Grappled condition when one of the following is true: the target is smaller than you; you hold Martial Focus; you move no more than half your Speed during the turn. Body Lock does not allow movement through illegal spaces or ignore terrain.","Prerequisite: CL 5+

While moving a creature Grappled by you, ignore the additional movement cost from the Grappled condition when one of the following is true:

the target is smaller than you;

you hold Martial Focus;

you move no more than half your Speed during the turn.

Body Lock does not allow movement through illegal spaces or ignore terrain.","Prerequisite: CL 5+

While moving a creature Grappled by you, ignore the additional movement cost from the Grappled condition when one of the following is true:

the target is smaller than you;

you hold Martial Focus;

you move no more than half your Speed during the turn.

Body Lock does not allow movement through illegal spaces or ignore terrain.",SOURCE_TEXT_AVAILABLE,Prerequisite: CL 5+,"[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:101505,ordinary_or_unspecified,"{""canonical_sphere_id"":""tianxia.sphere.wrestling"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""TAL_WRESTLING_BODY_LOCK""}","{""accepted_qa2_record_id"":""TAL_WRESTLING_BODY_LOCK"",""source_anchor"":""line:101505"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",903356983d8ebc8a01fa2e39a530956b12de0955ce1a97b6ee8643a74bdb67d3
TAL_WRESTLING_CAPTURE_SPECIALIST,talent,Capture Specialist,"Prerequisite: Pin, CL 7+ When binding one creature Restrained through Pin: use the required Utilize action as a Bonus Action instead; gain Advantage on the item’s binding check; draw or ready the Rope, Chain, Manacles, or similar restraint as part of the same Bonus Action. Capture Specialist does not replace the item’s normal size restrictions or escape rules.","Prerequisite: Pin, CL 7+

When binding one creature Restrained through Pin:

use the required Utilize action as a Bonus Action instead;

gain Advantage on the item’s binding check;

draw or ready the Rope, Chain, Manacles, or similar restraint as part of the same Bonus Action.

Capture Specialist does not replace the item’s normal size restrictions or escape rules.","Prerequisite: Pin, CL 7+

When binding one creature Restrained through Pin:

use the required Utilize action as a Bonus Action instead;

gain Advantage on the item’s binding check;

draw or ready the Rope, Chain, Manacles, or similar restraint as part of the same Bonus Action.

Capture Specialist does not replace the item’s normal size restrictions or escape rules.",SOURCE_TEXT_AVAILABLE,"Prerequisite: Pin, CL 7+","[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:101607,ordinary_or_unspecified,"{""canonical_sphere_id"":""tianxia.sphere.wrestling"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""TAL_WRESTLING_CAPTURE_SPECIALIST""}","{""accepted_qa2_record_id"":""TAL_WRESTLING_CAPTURE_SPECIALIST"",""source_anchor"":""line:101607"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",a9fdbfed22e4b3ffa2f898aaab8b54ad02b8f7b42903109d9826b1f68f5cf29e
TAL_WRESTLING_CHOKE_HOLD,talent,Choke Hold,"The target cannot breathe or speak. It cannot supply Verbal components. If you apply Choke Hold to the same creature on consecutive rounds, the target is choking. At the end of each of its turns while choking, it gains one Exhaustion level from suffocation. When the target can breathe again, it removes all Exhaustion levels gained solely from this Choke Hold. Creatures that do not need to breathe are immune.","The target cannot breathe or speak.

It cannot supply Verbal components.

If you apply Choke Hold to the same creature on consecutive rounds, the target is choking.

At the end of each of its turns while choking, it gains one Exhaustion level from suffocation.

When the target can breathe again, it removes all Exhaustion levels gained solely from this Choke Hold.

Creatures that do not need to breathe are immune.","The target cannot breathe or speak.

It cannot supply Verbal components.

If you apply Choke Hold to the same creature on consecutive rounds, the target is choking.

At the end of each of its turns while choking, it gains one Exhaustion level from suffocation.

When the target can breathe again, it removes all Exhaustion levels gained solely from this Choke Hold.

Creatures that do not need to breathe are immune.",SOURCE_TEXT_AVAILABLE,,"[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:101272,ordinary_or_unspecified,"{""canonical_sphere_id"":""tianxia.sphere.wrestling"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""TAL_WRESTLING_CHOKE_HOLD""}","{""accepted_qa2_record_id"":""TAL_WRESTLING_CHOKE_HOLD"",""source_anchor"":""line:101272"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",9eb6aaa85ab63d86f591776b0ce045faba062744f4c1362bce904b22f13e805c
TAL_WRESTLING_CLINCH_REVERSAL,talent,Clinch Reversal,Prerequisite: CL 5+ Action Type: Reaction Factory Combat Bucket: reaction Factory Routing: combat_action_row Trigger: One creature within your reach misses you with a melee attack or fails an attempt to Grapple or Shove you Cost: Expend Martial Focus Attempt to Grapple the triggering creature. The target makes its saving throw normally.,"Prerequisite: CL 5+

Action Type: Reaction
Factory Combat Bucket: reaction
Factory Routing: combat_action_row

Trigger: One creature within your reach misses you with a melee attack or fails an attempt to Grapple or Shove you

Cost: Expend Martial Focus

Attempt to Grapple the triggering creature.

The target makes its saving throw normally.","Prerequisite: CL 5+

Action Type: Reaction
Factory Combat Bucket: reaction
Factory Routing: combat_action_row

Trigger: One creature within your reach misses you with a melee attack or fails an attempt to Grapple or Shove you

Cost: Expend Martial Focus

Attempt to Grapple the triggering creature.

The target makes its saving throw normally.",SOURCE_TEXT_AVAILABLE,Prerequisite: CL 5+,"[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:101537,ordinary_or_unspecified,"{""canonical_sphere_id"":""tianxia.sphere.wrestling"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""TAL_WRESTLING_CLINCH_REVERSAL""}","{""accepted_qa2_record_id"":""TAL_WRESTLING_CLINCH_REVERSAL"",""source_anchor"":""line:101537"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",f3f98a07db97dc2dd14414a22696f12cf60a558590e4716cdff6a0c2ac5bd560
TAL_WRESTLING_COURT_OF_THE_CLOSED_DISTANCE,talent,Court of the Closed Distance,"“Inside the court, every road becomes a clinch.” Prerequisite: CL 12+ Action Type: Bonus Action Factory Combat Bucket: bonus_action Factory Routing: combat_action_row Duration: 1 minute Cost: Expend Martial Focus Use Limit: Once per short rest For the duration: count as one size larger when initiating or maintaining grapples; gain Advantage on saving throws and checks against Grapple, Shove, and forced movement; dragging or carrying one Grappled creature does not cost additional movement; when one creature within reach misses you with a melee attack, move 5 feet toward it without provoking opportunity attacks; once per turn when one creature fails a save against your Grapple option or fails an escape check, regain Martial Focus; one Grappled creature of your choice grants you Half Cover against creatures other than itself. Court of the Closed Distance ends early if you become Incapacitated.","“Inside the court, every road becomes a clinch.”

Prerequisite: CL 12+

Action Type: Bonus Action
Factory Combat Bucket: bonus_action
Factory Routing: combat_action_row

Duration: 1 minute

Cost: Expend Martial Focus

Use Limit: Once per short rest

For the duration:

count as one size larger when initiating or maintaining grapples;

gain Advantage on saving throws and checks against Grapple, Shove, and forced movement;

dragging or carrying one Grappled creature does not cost additional movement;

when one creature within reach misses you with a melee attack, move 5 feet toward it without provoking opportunity attacks;

once per turn when one creature fails a save against your Grapple option or fails an escape check, regain Martial Focus;

one Grappled creature of your choice grants you Half Cover against creatures other than itself.

Court of the Closed Distance ends early if you become Incapacitated.","“Inside the court, every road becomes a clinch.”

Prerequisite: CL 12+

Action Type: Bonus Action
Factory Combat Bucket: bonus_action
Factory Routing: combat_action_row

Duration: 1 minute

Cost: Expend Martial Focus

Use Limit: Once per short rest

For the duration:

count as one size larger when initiating or maintaining grapples;

gain Advantage on saving throws and checks against Grapple, Shove, and forced movement;

dragging or carrying one Grappled creature does not cost additional movement;

when one creature within reach misses you with a melee attack, move 5 feet toward it without provoking opportunity attacks;

once per turn when one creature fails a save against your Grapple option or fails an escape check, regain Martial Focus;

one Grappled creature of your choice grants you Half Cover against creatures other than itself.

Court of the Closed Distance ends early if you become Incapacitated.",SOURCE_TEXT_AVAILABLE,Prerequisite: CL 12+,"[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:101771,ordinary_or_unspecified,"{""canonical_sphere_id"":""tianxia.sphere.wrestling"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""TAL_WRESTLING_COURT_OF_THE_CLOSED_DISTANCE""}","{""accepted_qa2_record_id"":""TAL_WRESTLING_COURT_OF_THE_CLOSED_DISTANCE"",""source_anchor"":""line:101771"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",10562a04c63f233fd9dc5ec761ae0ee8d6b6a2e51c32b9a58be874c7410dfb04
TAL_WRESTLING_CULTIVATION_SUPPRESSING_GRIP,talent,Cultivation-Suppressing Grip,"Prerequisite: CL 10+ When you apply this Slam, choose one ordinary ongoing supernatural effect affecting the Grappled creature that you can perceive. Make a Cultivation Check against: 10 + effect rank For an ordinary spell, use spell level as effect rank. For another effect without a listed rank, the GM assigns a rank based on its source and strength. Successful Check: Suppress the effect until the start of your next turn.Successful Check by 5 or More: Dispel the effect instead when appropriate. If the target is a summoned creature, the effect that summoned it may be suppressed until the start of your next turn. Cultivation-Suppressing Grip does not automatically dispel: Domains; Secret Inheritances; artifacts; Formation cores; Realm-defining transformations; permanent karmic bonds.","Prerequisite: CL 10+

When you apply this Slam, choose one ordinary ongoing supernatural effect affecting the Grappled creature that you can perceive.

Make a Cultivation Check against:

10 + effect rank

For an ordinary spell, use spell level as effect rank.

For another effect without a listed rank, the GM assigns a rank based on its source and strength.

Successful Check: Suppress the effect until the start of your next turn.Successful Check by 5 or More: Dispel the effect instead when appropriate.

If the target is a summoned creature, the effect that summoned it may be suppressed until the start of your next turn.

Cultivation-Suppressing Grip does not automatically dispel:

Domains;

Secret Inheritances;

artifacts;

Formation cores;

Realm-defining transformations;

permanent karmic bonds.","Prerequisite: CL 10+

When you apply this Slam, choose one ordinary ongoing supernatural effect affecting the Grappled creature that you can perceive.

Make a Cultivation Check against:

10 + effect rank

For an ordinary spell, use spell level as effect rank.

For another effect without a listed rank, the GM assigns a rank based on its source and strength.

Successful Check: Suppress the effect until the start of your next turn.Successful Check by 5 or More: Dispel the effect instead when appropriate.

If the target is a summoned creature, the effect that summoned it may be suppressed until the start of your next turn.

Cultivation-Suppressing Grip does not automatically dispel:

Domains;

Secret Inheritances;

artifacts;

Formation cores;

Realm-defining transformations;

permanent karmic bonds.",SOURCE_TEXT_AVAILABLE,Prerequisite: CL 10+,"[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:101702,secret,"{""canonical_sphere_id"":""tianxia.sphere.wrestling"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""TAL_WRESTLING_CULTIVATION_SUPPRESSING_GRIP""}","{""accepted_qa2_record_id"":""TAL_WRESTLING_CULTIVATION_SUPPRESSING_GRIP"",""source_anchor"":""line:101702"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",5621f82ac3068c94ca107542404276f3085398735bd421c0d7740cf0eaa12372
TAL_WRESTLING_EARTH_SHATTERING_SLAM,talent,Earth-Shattering Slam,"Prerequisite: Berserker sphere Shatter Earth, Living Weapon, CL 5+ When using a creature as a Living Weapon, strike the ground through Shatter Earth. The creature used as your Living Weapon makes a Dexterity saving throw. Failed Save: the grapple ends; the creature becomes Restrained in the broken ground. Successful Save: the grapple ends; the creature falls Prone in one legal adjacent space. A Restrained creature may use its Action to make a Strength (Athletics) or Dexterity (Acrobatics) check, choosing which, against your Wrestling Save DC. Successful Check: End the Restrained condition.","Prerequisite: Berserker sphere Shatter Earth, Living Weapon, CL 5+

When using a creature as a Living Weapon, strike the ground through Shatter Earth.

The creature used as your Living Weapon makes a Dexterity saving throw.

Failed Save:

the grapple ends;

the creature becomes Restrained in the broken ground.

Successful Save:

the grapple ends;

the creature falls Prone in one legal adjacent space.

A Restrained creature may use its Action to make a Strength (Athletics) or Dexterity (Acrobatics) check, choosing which, against your Wrestling Save DC.

Successful Check: End the Restrained condition.","Prerequisite: Berserker sphere Shatter Earth, Living Weapon, CL 5+

When using a creature as a Living Weapon, strike the ground through Shatter Earth.

The creature used as your Living Weapon makes a Dexterity saving throw.

Failed Save:

the grapple ends;

the creature becomes Restrained in the broken ground.

Successful Save:

the grapple ends;

the creature falls Prone in one legal adjacent space.

A Restrained creature may use its Action to make a Strength (Athletics) or Dexterity (Acrobatics) check, choosing which, against your Wrestling Save DC.

Successful Check: End the Restrained condition.",SOURCE_TEXT_AVAILABLE,"Prerequisite: Berserker sphere Shatter Earth, Living Weapon, CL 5+","[""known-sphere-talent-training"",""level-talent"",""new-sphere-bonus-when-eligible""]",Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2: 09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md#line:101553,ordinary_or_unspecified,"{""canonical_sphere_id"":""tianxia.sphere.wrestling"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""stable_id"":""TAL_WRESTLING_EARTH_SHATTERING_SLAM""}","{""accepted_qa2_record_id"":""TAL_WRESTLING_EARTH_SHATTERING_SLAM"",""source_anchor"":""line:101553"",""source_authority_sha256"":""4daf167cf634f27efef4dd2f1c8700bb4b7037cc6234c32be1af90aea5916385"",""source_file_sha256"":""67f67275889467d43605debaa0c05dc5ddde9ba079222819aabea27c66167775"",""source_pack"":""Tianxia_Factory_HF05ZVK_R1H_Phase2I_HF2"",""source_path"":""09_RULES/Source_Text/Tianxia_Sphere_Compendium_Latest_R0I_85Spheres.md"",""source_version"":""HF05ZVK-R1H Phase 2I HF2 / Canon Corpus P2A""}",c315b449b3c6cad9e93d1bb252c6b289ca3b8b87e294878ee6c61f4d51d7bdde
