candidate_record_id,display_name,source_label,cat1_classification,reason,source_context,included_in_canonical_selectable_registry
TAL_GRAVITY_WEIGHT_SHIFT_BASE,Weight Shift,Gravity,BASE_SPHERE_ABILITY,Exact source heading identifies a base Sphere ability/technique rather than a trained Talent.,"{""declared_source_refs"":[""Sphere compendium Gravity global lines 33981-34138; base Weight Shift / Weighted Strike / External Weight Shift local excerpt lines 168-268.""],""exact_name_heading_hits"":[{""heading"":""### Base Ability - Weight Shift"",""line"":36112},{""heading"":""### Base Technique - External Weight Shift"",""line"":36194}],""exact_name_nonheading_hits"":[{""line"":35958,""text"":""Core Chassis: Weight Shift, Spatial Awareness of down/anchor pressure, Weighted Strike, External Weight Shift""},{""line"":36104,""text"":""When you first learn the Sphere of Gravity, you gain Weight Shift and learn one Gravity talent for which you meet the prerequisites.""},{""line"":36126,""text"":""You may change modes only once on each of your turns unless a talent says otherwise. If you are Incapacitated, your Weight Shift becomes Neutral Weight.""},{""line"":36166,""text"":""You return to normal weight. Ending Weight Shift early requires no action on your turn.""},{""line"":36580,""text"":""When you use Weight Shift, you may spend 1 CP or Stamina to apply the same mode to one willing creature you touch.""},{""line"":36584,""text"":""A creature can benefit from only one Weight Shift at a time. If multiple Weight Shifts apply, the creature chooses which one remains.""},{""line"":36706,""text"":""While Gravitic Armor is active, your Weight Shift modes improve:""},{""line"":36975,""text"":""Your Field Art range is halved unless the target is adjacent to you, touching the ground you stand on, or affected by your Weight Shift.""},{""line"":36983,""text"":""While Body Heavying is active, your base Weight Shift damage bonus applies to the first melee hit you land each turn even if you moved more than half your Speed, as long as you moved in a straight line toward the target.""},{""line"":37007,""text"":""Weight Shift costs 1 CP or Stamina if you maintain Body Lightening or Body Heavying for more than one consecutive round.""}]}",false
TAL_HALF_PHASE_GUARD,Half-Phase Guard,Phasing,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C06 user-approved scope and active Chakra doctrine; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_HARVESTING_BATTLEFIELD_SCAVENGE_LIMIT,Battlefield Scavenge Limit,Harvesting-Gathering,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_HARVESTING_CONSUME_RESOURCE_LIMIT,Consume Resource Limit,Harvesting-Gathering,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_HARVESTING_PREPARED_NODE_OBJECT_STATE,Prepared Node Object State,Harvesting-Gathering,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_HARVESTING_RESOURCE_GATHERING_LEDGER,Environmental Resource Gathering Ledger,Harvesting-Gathering,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_HUNGER_BOUNDARY,Legal versus Forbidden Hunger Boundary,Hunger,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""C09 structural seed packet. Exact dice/source-text verification remains in C09 cleanup backlog unless explicitly certified in a later source-text pass.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_HUNGER_FORBIDDEN_FEAST,Forbidden Cultivator Feast,Hunger,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""C09 structural seed packet. Exact dice/source-text verification remains in C09 cleanup backlog unless explicitly certified in a later source-text pass.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_HUNGER_LEGAL_MEAL,Legal Gourmand Meal,Hunger,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""C09 structural seed packet. Exact dice/source-text verification remains in C09 cleanup backlog unless explicitly certified in a later source-text pass.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_HUNGER_REFINE_MANTLE,Refine Mantle,Hunger,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""C09 structural seed packet. Exact dice/source-text verification remains in C09 cleanup backlog unless explicitly certified in a later source-text pass.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_HUNGER_TEMPTATION,Hunger Temptation,Hunger,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""C09 structural seed packet. Exact dice/source-text verification remains in C09 cleanup backlog unless explicitly certified in a later source-text pass.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_ILLUSION_FALSE_PREMISES_CORE,False Premise Core,Illusion,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[""Sphere compendium Illusion lines 41062-41650: core rules, base abilities, mortal/foundation/core talents.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_IRON_FIST_FORM_TALENTS,Form Talents,Iron Fist,GENERATED_OR_PROJECTION_ROW,"Catalog role explicitly identifies a packet/action projection row, not a separately acquirable Talent.","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Iron Fist :: Player-Facing Rules > Core Iron Fist Rules > Form Talents""],""exact_name_heading_hits"":[{""heading"":""##### Form Talents"",""line"":46848},{""heading"":""##### Form Talents"",""line"":46948}],""exact_name_nonheading_hits"":[{""line"":47396,""text"":""When you take the Attack action and make at least two Unarmed Strikes, choose two different Form talents you know.""},{""line"":92238,""text"":""**Ruin Form Talents** are the sphere’s major form techniques. They are not automatically Secret Inheritances. Most are normal Realm talents.""},{""line"":92746,""text"":""**Prerequisites:** CL 17+, Sixth Ruin Form: Star-Sundering Cut, at least two other Ruin Form talents, access to a true Unmaking inheritance, black-vein scripture, ruined-star revelation, or comparable destructive qi transmission""}]}",false
TAL_IRON_FIST_GUARD_TALENTS,Guard Talents,Iron Fist,GENERATED_OR_PROJECTION_ROW,"Catalog role explicitly identifies a packet/action projection row, not a separately acquirable Talent.","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Iron Fist :: Player-Facing Rules > Core Iron Fist Rules > Guard Talents""],""exact_name_heading_hits"":[{""heading"":""#### Guard Talents"",""line"":25357},{""heading"":""##### Guard Talents"",""line"":46880},{""heading"":""##### Guard Talents"",""line"":46956},{""heading"":""##### Guard Talents"",""line"":59970},{""heading"":""### Guard Talents"",""line"":68439}],""exact_name_nonheading_hits"":[{""line"":846,""text"":""Guard Talents turn wind into defense, interception, or projectile denial.""},{""line"":46886,""text"":""Iron Fist Guard talents represent stance, forearms, shoulders, breath, and conditioned flesh. They do not count as Shields, Protection Aegises, or Guardian Interposes unless a talent explicitly says otherwise.""}]}",false
TAL_IRON_FIST_OPEN_THE_GATE,Open the Gate,Iron Fist,GENERATED_OR_PROJECTION_ROW,"Catalog role explicitly identifies a packet/action projection row, not a separately acquirable Talent.","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Iron Fist :: Player-Facing Rules > Core Iron Fist Rules > Open the Gate""],""exact_name_heading_hits"":[{""heading"":""##### Open the Gate"",""line"":46830},{""heading"":""##### Open the Gate"",""line"":46936}],""exact_name_nonheading_hits"":[{""line"":46680,""text"":""Open the gate. Land an Unarmed Strike, Shove, Grapple, or body-check that creates an Opening.""},{""line"":46852,""text"":""A Form talent modifies one Unarmed Strike or one Open the Gate effect.""},{""line"":46938,""text"":""You gain the Opening and Open the Gate rules described above.""},{""line"":46950,""text"":""A Form talent modifies one Unarmed Strike or Open the Gate effect.""},{""line"":47032,""text"":""apply Open the Gate again to that creature;""},{""line"":47108,""text"":""When you hit a creature with an Unarmed Strike, you may forgo Open the Gate to attempt to disarm one object it is holding.""}]}",false
TAL_IRON_FIST_SEQUENCE_TALENTS,Sequence Talents,Iron Fist,GENERATED_OR_PROJECTION_ROW,"Catalog role explicitly identifies a packet/action projection row, not a separately acquirable Talent.","{""declared_source_refs"":[""Tianxia_Sphere_Compendium_Player_Facing_Compilation_HF05L_HF05G_EDITORIAL_CLEANUP_2026_06_26(1).md :: Sphere of Iron Fist :: Player-Facing Rules > Core Iron Fist Rules > Sequence Talents""],""exact_name_heading_hits"":[{""heading"":""##### Sequence Talents"",""line"":46866},{""heading"":""##### Sequence Talents"",""line"":46952}],""exact_name_nonheading_hits"":[]}",false
TAL_MERIDIAN_BREATH_CATCHING_POINT,Breath-Catching Point,Pressure Points / Meridian,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Pressure Points/Meridian local excerpt lines 84-726; Point, Seal, Counterpoint, Diagnostic, and Domain talents.""],""exact_name_heading_hits"":[{""heading"":""#### Breath-Catching Point - Point"",""line"":62376}],""exact_name_nonheading_hits"":[]}",false
TAL_MERIDIAN_BREATH_SEAL,Breath Seal,Pressure Points / Meridian,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Pressure Points/Meridian local excerpt lines 84-726; Point, Seal, Counterpoint, Diagnostic, and Domain talents.""],""exact_name_heading_hits"":[{""heading"":""#### Breath Seal - Seal"",""line"":62490}],""exact_name_nonheading_hits"":[{""line"":47204,""text"":""Breath Seal: The target cannot take Reactions and has Disadvantage on the next Concentration saving throw it makes.""},{""line"":52006,""text"":""When you use Latent Healing on a creature, you may spend 3 additional CP to create a Last Breath Seal.""},{""line"":52012,""text"":""A creature can benefit from only one Last Breath Seal per long rest.""},{""line"":62712,""text"":""Prerequisite: Breath Seal, CL 5+""}]}",false
TAL_MERIDIAN_CHAMBER_OF_NINE_GATES,Chamber of Nine Gates,Pressure Points / Meridian,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Pressure Points/Meridian local excerpt lines 84-726; Point, Seal, Counterpoint, Diagnostic, and Domain talents.""],""exact_name_heading_hits"":[{""heading"":""#### Chamber of Nine Gates - Domain, Realm Evolution"",""line"":62836}],""exact_name_nonheading_hits"":[{""line"":63048,""text"":""Prerequisite: Chamber of Nine Gates, CL 15+""}]}",false
TAL_MERIDIAN_FALLING_GATE_SEAL,Falling Gate Seal,Pressure Points / Meridian,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Pressure Points/Meridian local excerpt lines 84-726; Point, Seal, Counterpoint, Diagnostic, and Domain talents.""],""exact_name_heading_hits"":[{""heading"":""#### Falling Gate Seal - Seal"",""line"":62502}],""exact_name_nonheading_hits"":[]}",false
TAL_MERIDIAN_GRIP_SEAL,Grip Seal,Pressure Points / Meridian,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Pressure Points/Meridian local excerpt lines 84-726; Point, Seal, Counterpoint, Diagnostic, and Domain talents.""],""exact_name_heading_hits"":[{""heading"":""#### Grip Seal - Seal"",""line"":62514}],""exact_name_nonheading_hits"":[{""line"":62774,""text"":""Prerequisite: Grip Seal, CL 5+""}]}",false
TAL_MERIDIAN_INTERRUPTING_POINT,Interrupting Point,Pressure Points / Meridian,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Pressure Points/Meridian local excerpt lines 84-726; Point, Seal, Counterpoint, Diagnostic, and Domain talents.""],""exact_name_heading_hits"":[{""heading"":""#### Interrupting Point - Counterpoint, Meridian"",""line"":62790}],""exact_name_nonheading_hits"":[{""line"":62808,""text"":""Interrupting Point delays timing; it does not counter the effect outright.""},{""line"":62874,""text"":""Prerequisite: Interrupting Point, CL 10+""}]}",false
TAL_MERIDIAN_JOINT_SEAL,Joint Seal,Pressure Points / Meridian,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Pressure Points/Meridian local excerpt lines 84-726; Point, Seal, Counterpoint, Diagnostic, and Domain talents.""],""exact_name_heading_hits"":[{""heading"":""#### Joint Seal - Seal"",""line"":62474}],""exact_name_nonheading_hits"":[]}",false
TAL_MERIDIAN_LIFE_GATE_TOUCH,Life Gate Touch,Pressure Points / Meridian,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Pressure Points/Meridian local excerpt lines 84-726; Point, Seal, Counterpoint, Diagnostic, and Domain talents.""],""exact_name_heading_hits"":[{""heading"":""#### Life Gate Touch - Diagnostic, Meridian"",""line"":62924}],""exact_name_nonheading_hits"":[{""line"":62950,""text"":""A creature may benefit from your Life Gate Touch only once per long rest.""},{""line"":63080,""text"":""Prerequisite: Life Gate Touch, CL 15+""},{""line"":63176,""text"":""You cannot use Gentle Release, Life Gate Touch, or Return the Broken Pulse.""}]}",false
TAL_MERIDIAN_LOCKED_BREATH_METHOD,Locked Breath Method,Pressure Points / Meridian,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Pressure Points/Meridian local excerpt lines 84-726; Point, Seal, Counterpoint, Diagnostic, and Domain talents.""],""exact_name_heading_hits"":[{""heading"":""#### Locked Breath Method - Seal, Meridian"",""line"":62710}],""exact_name_nonheading_hits"":[]}",false
TAL_MERIDIAN_NEEDLE_MEETS_BLADE,Needle Meets Blade,Pressure Points / Meridian,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Pressure Points/Meridian local excerpt lines 84-726; Point, Seal, Counterpoint, Diagnostic, and Domain talents.""],""exact_name_heading_hits"":[{""heading"":""#### Needle Meets Blade - Counterpoint"",""line"":62810}],""exact_name_nonheading_hits"":[]}",false
TAL_MERIDIAN_NINE_NEEDLE_CASCADE,Nine-Needle Cascade,Pressure Points / Meridian,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Pressure Points/Meridian local excerpt lines 84-726; Point, Seal, Counterpoint, Diagnostic, and Domain talents.""],""exact_name_heading_hits"":[{""heading"":""#### Nine-Needle Cascade - Point, Meridian"",""line"":62890}],""exact_name_nonheading_hits"":[]}",false
TAL_MERIDIAN_NUMBING_POINT,Numbing Point,Pressure Points / Meridian,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Pressure Points/Meridian local excerpt lines 28-82; Numbing Point and Reading Touch.""],""exact_name_heading_hits"":[{""heading"":""### Numbing Point - Point"",""line"":62330}],""exact_name_nonheading_hits"":[{""line"":62326,""text"":""learn Precision Contact, Touch the Point, Numbing Point, and Reading Touch;""},{""line"":62862,""text"":""once during each of your turns, when a creature bearing one of your Pressure Points inside the Domain misses an attack, fails a saving throw, or loses Concentration, you may apply Numbing Point to it without spending an Action;""},{""line"":62900,""text"":""Failed Save: Apply Numbing Point to the second creature.""},{""line"":62996,""text"":""once during each of your turns, you may apply Numbing Point to one creature you can perceive within range without making an attack;""},{""line"":63170,""text"":""You learn Gentle Release instead of Numbing Point as your automatic base talent.""}]}",false
TAL_MERIDIAN_QI_NEEDLE_TAP,Qi-Needle Tap,Pressure Points / Meridian,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Pressure Points/Meridian local excerpt lines 84-726; Point, Seal, Counterpoint, Diagnostic, and Domain talents.""],""exact_name_heading_hits"":[{""heading"":""#### Qi-Needle Tap - Point, Meridian"",""line"":62692}],""exact_name_nonheading_hits"":[]}",false
TAL_MERIDIAN_READING_TOUCH,Reading Touch,Pressure Points / Meridian,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Pressure Points/Meridian local excerpt lines 28-82; Numbing Point and Reading Touch.""],""exact_name_heading_hits"":[{""heading"":""### Reading Touch - Diagnostic"",""line"":62350}],""exact_name_nonheading_hits"":[{""line"":62270,""text"":""Read the Body. Use Reading Touch instead of applying a Point or Seal.""},{""line"":62326,""text"":""learn Precision Contact, Touch the Point, Numbing Point, and Reading Touch;""},{""line"":62370,""text"":""Reading Touch does not reveal a complete stat block, hidden identity, class features, Path, Realm, secret technique, or invisible effect.""}]}",false
TAL_MERIDIAN_REVERSING_PULSE,Reversing Pulse,Pressure Points / Meridian,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Pressure Points/Meridian local excerpt lines 84-726; Point, Seal, Counterpoint, Diagnostic, and Domain talents.""],""exact_name_heading_hits"":[{""heading"":""#### Reversing Pulse - Counterpoint, Meridian"",""line"":62906}],""exact_name_nonheading_hits"":[]}",false
TAL_MERIDIAN_SOFT_PARALYSIS_TAP,Soft Paralysis Tap,Pressure Points / Meridian,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Pressure Points/Meridian local excerpt lines 84-726; Point, Seal, Counterpoint, Diagnostic, and Domain talents.""],""exact_name_heading_hits"":[{""heading"":""#### Soft Paralysis Tap - Seal, Meridian"",""line"":62724}],""exact_name_nonheading_hits"":[]}",false
TAL_MERIDIAN_SPEECH_KNOT_POINT,Speech-Knot Point,Pressure Points / Meridian,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Pressure Points/Meridian local excerpt lines 84-726; Point, Seal, Counterpoint, Diagnostic, and Domain talents.""],""exact_name_heading_hits"":[{""heading"":""#### Speech-Knot Point - Point"",""line"":62428}],""exact_name_nonheading_hits"":[]}",false
TAL_MERIDIAN_STANCE_BREAKING_POINT,Stance-Breaking Point,Pressure Points / Meridian,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Pressure Points/Meridian local excerpt lines 84-726; Point, Seal, Counterpoint, Diagnostic, and Domain talents.""],""exact_name_heading_hits"":[{""heading"":""#### Stance-Breaking Point - Point"",""line"":62404}],""exact_name_nonheading_hits"":[]}",false
TAL_MERIDIAN_TECHNIQUE_CLOSING_POINT,Technique-Closing Point,Pressure Points / Meridian,AMBIGUOUS_REQUIRES_AUTHORITY_DECISION,"Exact source heading exists, but candidate-to-source identity and the accepted 1,748-talent count cannot be changed without a bounded authority ruling.","{""declared_source_refs"":[""Sphere compendium Pressure Points/Meridian local excerpt lines 84-726; Point, Seal, Counterpoint, Diagnostic, and Domain talents.""],""exact_name_heading_hits"":[{""heading"":""#### Technique-Closing Point - Seal, Meridian"",""line"":62872}],""exact_name_nonheading_hits"":[]}",false
TAL_METAL_BARRIER_COVER_OBJECT_HP,Metal Barrier Cover Object HP,Metal,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_METAL_CALTROP_HAZARD_DIFFICULT_TERRAIN,Metal Caltrop Hazard Difficult Terrain,Metal,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_METAL_MAGNETIC_FORCED_MOVEMENT_OBJECT,Magnetic Object Forced Movement,Metal,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_METAL_SHAPE_OBJECT_DURABILITY,Metal Shape Object Durability,Metal,GENERATED_OR_PROJECTION_ROW,No exact current-compendium heading or text occurrence establishes this packet row as a selectable Talent.,"{""declared_source_refs"":[],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_MUSIC_AURA_CONCENTRATION_LEDGER,Music Aura Concentration Ledger,Music,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C07 user-approved scope; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_MUSIC_AURA_STACKING_SOURCE_ID,Music Aura Stacking Source ID,Music,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C07 user-approved scope; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_MUSIC_CONCENTRATION_BREAK_COUNTERPLAY,Music Concentration Break Counterplay,Music,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C07 user-approved scope; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_MUSIC_COUNTERCHANT_REACTION_LOCK,Counterchant Reaction Lock,Music,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C07 user-approved scope; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_MUSIC_MOTIF_SUPPORT_OR_PRESSURE,Resonant Motif Support / Pressure,Music,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C07 user-approved scope; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_PHASING_LEGAL_WINDOW,Legal Phasing Window,Phasing,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C06 user-approved scope and active Chakra doctrine; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_PHASING_REACTION_RULE,No Own-Turn Reaction Lock,Phasing,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""R13A8-C06 user-approved scope and active Chakra doctrine; exact source-text/dice verification remains cleanup backlog.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_POISON_ANTIDOTE_REVERSAL,Antidote Reversal,Poison,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""C09 structural seed packet. Exact dice/source-text verification remains in C09 cleanup backlog unless explicitly certified in a later source-text pass.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_POISON_CONTACT_TOXIN,Contact Toxin,Poison,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""C09 structural seed packet. Exact dice/source-text verification remains in C09 cleanup backlog unless explicitly certified in a later source-text pass.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_POISON_DOT,Lingering Venom,Poison,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""C09 structural seed packet. Exact dice/source-text verification remains in C09 cleanup backlog unless explicitly certified in a later source-text pass.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[{""line"":61248,""text"":""Failed Save: Choose one Lingering Venom effect:""},{""line"":61258,""text"":""Toxin Fatigue. The target gains 1 level of Exhaustion that cannot be removed until the Lingering Venom is treated.""},{""line"":61260,""text"":""Successful Save: The Toxin Burden remains, but no Lingering Venom takes hold.""}]}",false
TAL_POISON_HEMOTOXIN,Hemotoxin Venom,Poison,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""C09 structural seed packet. Exact dice/source-text verification remains in C09 cleanup backlog unless explicitly certified in a later source-text pass.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
TAL_POISON_MIST,Poison Mist,Poison,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""C09 structural seed packet. Exact dice/source-text verification remains in C09 cleanup backlog unless explicitly certified in a later source-text pass.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[{""line"":61382,""text"":""You become partly toxic vapor, poison mist, spirit spores, or corrosive breath.""}]}",false
TAL_POISON_PARALYTIC,Paralytic Venom,Poison,GENERATED_OR_PROJECTION_ROW,Declared source reference identifies a structural/projection packet whose exact talent authority remained backlog work.,"{""declared_source_refs"":[""C09 structural seed packet. Exact dice/source-text verification remains in C09 cleanup backlog unless explicitly certified in a later source-text pass.""],""exact_name_heading_hits"":[],""exact_name_nonheading_hits"":[]}",false
